text,label
kebanyakan iklan pelayanan nol besar bikin susah aj,negatif
suka banget dengerin lagu nya tapi pas putar lagu kayak gak putar lagu selanjutnya kenapa ya mohon di perbaiki,positif
oke lah ada gared nya,positif
sangat bagus,positif
kenapa paket mingguan tidak ada lagi kaum mendang mending ini kan kadang kadang pengen juga yang pengen premium tapi yang hemat,negatif
mau denger lagu pun bisa tapi mau download aja harus pake premium padahal pas aku pertama kalidownload aplikasinya aku bisa download lagunya kalo dh siap lagunya pasti kalo ada iklan,negatif
iklan sampah bikn bad mood kalau lagi dengerin lagu,negatif
apl musik yang sangat bagus,positif
ok tapi iklannya bisa cuman 1 aja kahh,positif
makin kikir,negatif
terbaik,positif
iyaa iyaa tau sekarang ditambah banyak iklannya its okey tapi yaa minimal nambah iklan juga jangan nambah bug sekarang jadi banyak bugnya yg paling sering di jendela notif gada playbar nya cuma spotify sedang mencoba memutar lagu apalah,negatif
saya menyukai ini,positif
keren,positif
mantap,positif
sangat menghibur,positif
sfotify selalu menemani saat aktifitas pagi ku,positif
aku baru saja download ulang karna bermasalah tp knp aku mau daftar premium kenapa tidak bisa,positif
keren,positif
terlalu banyak iklan,negatif
bagus dan enak memuaskan,positif
iklan nya kelamaan,negatif
cukup bagus,positif
banyak iklan woy sampai 4 iklan ganggu bangett,negatif
jadi sering banget iklan,negatif
top markotop,positif
mungkin bisa lebih ramah,positif
bagus plaikasi ini bisa memberi saya semangat karna denger lagunya dan sangat mudah mencari musik kesukaan saya enak gk perlu di unduh bisa nikmati musik kapan saja baguss saya suka kualitasnya dan gk perlu nambah ruangan banyak buat menyimpan sejuta lagu thankyou spotify,positif
iklan mulu iklan anjr,negatif
iklan nya terlalu banyak sangat tidak efektif,negatif
itu sah,positif
baguss bangett,positif
lagunya enak enak semua tapi dikit dikit iklan sponsor dan ditawarin premium terus padahal ga mau beli padahal,netral
iklannya makin gak ngotak,negatif
gatau sih fomo aj,negatif
too much ad,negatif
iklan teros ngentod,negatif
hai sportify saya tidak bisa memutar music yang saya cari seperti biasa didalam koleksi saya,netral
iklan lu banyak amat lagu baru satu iklan 4 biji,negatif
tidak pelit praktis bagus bintang 5 sesuai dengan mood,positif
lagu ku,positif
bagus sekali,positif
pindah lagu aja hrus premium susah jadi ngga seruu,negatif
terlalu banyak iklan,negatif
keren,positif
aplikasi kadinya bagus cuman pembayaran ya tolong di sesuaikan ya,positif
bagus banget untuk dengarin musik di sini tapi ya tolong lah kondisikan iklan nya kok sampe 3x apa ndk sekalian aja jadikan youtube film versi spotify iklan buat 1 aja cukup ini apk khusus dengar musik bukan suara iklan sampe 3x jangan lah mau ngimbangi apk lain kebanyakan iklan,negatif
spotify bagus untuk dengar lagu,positif
apk paling kikiirr iklan ampe 4 najiiss bgt,negatif
baguss,positif
spotify bagus banget,positif
enak lagunya dan gampang di cari tapi iklan nya pun juga banyak,netral
suka banget,positif
untuk premium nya bagus banget jadi kalo nyetel lagu bisa tanpa jeda iklan keren,positif
njis kebanyakan iklan premium mahal kebelet haji apa gimana,negatif
sangat bagus tapi iklannya lama,positif
mantap lagunya,positif
bagusd sekali,positif
cukup bagus,positif
bagus sih tapi tolong dong iklannya tuh jangan banyak soalnya belum premium aku nya,positif
lagunya keren,positif
enak si enak t t t t tapi kikir bgt masa iklan nya 3,negatif
makin kikir,negatif
bagus bisa dengerin musik podcast walaupun hp aku mati tapi kebanyakan harus bayar jadi rada males,negatif
mungkin lebih baik seperti dulu pas belum premium itu lebih baik,positif
asik keren,positif
oke,positif
lagunya bagus buat galu,positif
genre nya ga pernah masuk dari lagu indo jadi ke phonk mulu,negatif
sekarang batasannya milih lagu banyak banget,positif
aplikasi yang bagus bisa dengerin musik di latar belakang,positif
bagus banyak lagu nya dan ada liriknya tapi iklan nya ngeganggu,netral
uang dari ikan terus yang dipikir,negatif
sangat membantu kalau lg sepi,positif
apk makin ga jelas ga kyk dulu bener murka banget ngasih iklan langsung 4 padahal putar musik baru 1,negatif
jadi enak banget dengar musik,positif
sangan bagus di dengar saat mau tidur mau pun buat santay,positif
keren,positif
banyak bgt iklannya,negatif
padahal gk pake plastik tapi mahal banget mana klo mencetak lagu ini yang keluar lagu yang lain aplikasi gblk,negatif
pelit banyak iklan,negatif
boikot,negatif
baguss,positif
mangkin lama saya memakai aplikasi ini mangkin banyak iklannya yg seharusnya 1 2 iklan yg muncul sekarang jadi 3 4 iklan terus iklannya sering muncul mulu ajg,negatif
bgus,positif
bagus banget cuma yang ga premium jangan terlalu terbatas,positif
saya kasih bintang 4 karena iklannya terlalu banyak dan mengganggu,positif
bagus aku suka trimakasih,positif
bagus menarik,positif
enak bangett ngedengerinnyaa,positif
sangar baguss wkwk,positif
aplikasi ini sangat baguss,positif
gak bisa bilang banyak pokoknya bagus,positif
iklannya makin ke sini malah makin banyak,negatif
jjr tdk bs brkt kt lgi,positif
kikir,negatif
makin kesini iklan nya makin men jadi,negatif
pelit banyak iklan kikir makin susah mau dengerin lagu,negatif
indah,positif
karena sya menyukai mendengar lagu,positif
p p apaa perpek,positif
good,positif
udah bagus tp boikot,negatif
bagus sekali,positif
ini aplikasi buat dengerin iklan yh,negatif
kebanyakan iklan,negatif
bagus,positif
bagus kumplit baru tau aplikasi nya,positif
ini aplikasi sedang error yaa ko dari kemarin kemarin pas mauk coba muat ulang lagi padahal kuota ada wifi juga stabil semua udah di update juga tetep ga bisa masih tetep coba muat lagi aku sampe hapus aplikasi nya loh trus pasang lagi tapi tau nya masih teteh aja coba muat ulang ini kenapa coba bisa perbaiki gaa,negatif
aplikasi yang sangat bagus buat dengerin berbagai macam lagu,positif
buset ini iklan sampe 4 yang bener aje,negatif
can you add a feature to shift the duration of the song for example from 1 12 minutes to 1 45,positif
aplikasi ini sering ku gunakan setiap hari untuk mendengarkan musik,positif
sekarang aplikasi lambat dan utk putar berikutnya seperti judi karena tak tahu dan tak dapat memilih utk mode ulang kenapa kau hapus,negatif
banyk iklan,negatif
the best of spotify,positif
seru bangat lagu nya,positif
bagus,positif
wow,positif
lagu nya bagus baguss,positif
sangat bagus untuk pencinta musik,positif
jirr mau nyoba lgu baru malah gk bisa masuk ini gimana ihh udah di restart 5 kali tetep gk bisa di pencet keluar lagi di pencet keluar lagi ini gimana anjir gw dh nyoba tutorial ampe 3 video tetap gk bisa aelahh,negatif
premium ngga suka,negatif
iklan makin banyak taii,negatif
lagu nya enak enak,positif
bagus saya suka,positif
baguss sekali,positif
bagus apalagi untuk aku yang suka musik,positif
bagus algoritma lagu lagu nya juga bagus tapi mohon bgt spotify yang baik hati iklannya tuh di kurangin yah minimal bisa di skip gitu oke versi yapping nya spotify nih gas bro spotify tuh literally aplikasi musik yang paling ngerti jalan hidup kita anjir algoritmanya tuh kayak temen nongkrong yang diem diem merhatiin lu dari 2018 tau kapan lu butuh lagu semangat biar melek pas kuliah pagi tau kapan lu butuh lo fi buat ngoding sampe malem,positif
baguss sekalii gakk adaa iklann,positif
enak banget dengerin musik nya,negatif
alhamdulillah bagus saya suka,positif
apk nya terlalu peelit setiap 1 lagu selesai langsung iklan bisa beri 2 iklan setiap 5 selesainya musik yg ingin diputar,negatif
bagus sayangnya belum prem,positif
good,positif
spotify skarang iklan nya melebihi youtube skarang iklan nya 4x kesan nya maksa untuk berlangganan,negatif
baik,positif
enak ad lgu china nya,positif
bagus bagus bangett,positif
aplikasi ini bagus tapi tolong lah iklan nya dikurangi masa yang awalnya iklannya dikit jadi banyak terus kalo gak mau ada iklan kok harus premium gak semua orang itu ada duit tolong lah ya dibaca,negatif
aplikasinya bagus ada semua lagu lah tapi banyak iklan dan ngelag,negatif
saya suka apk ini karena bisa di dengarkan saat belajar,positif
mantul musiknya,positif
aplikasi ini sangat membuat saya bersemangat,positif
bgus,positif
bagus,positif
bagus,positif
kepanjangan iklan lu iye iye nyari duit w paham wkwkwkwk lagi gabut,negatif
hari jadi menyenangkan dengan spotifi dengerin music,positif
aplikasi ini adalah aplikasi yang terbaik saat ini karna aku suka dengar lagu beby monster,positif
bagus,positif
luar biasa semoga selain bagus kedepannya,positif
mantaff,positif
karena bagus,positif
kikir,negatif
seru banget banyak pilihan lagu nya,positif
okee,positif
banyak pilihan lagu nya,positif
aplikasi bayar isi nya terus iklan nya juga bnyk,negatif
seru aja,positif
sukaa,positif
kurang 1 bintang karna iklan nya banyak bener,negatif
mantap,positif
banyak lagunya,positif
mantap,positif
seru banget tapi ada beberapa lagu yang rada beda,positif
bagus banget,positif
woi iklan tlg dikondisikan y,negatif
great,positif
keren bagus buat lebih privasi lagi ya,positif
suka,positif
jangan coba coba langganan premium dagh udah batalin langganan premium tapi terus terusan nyedot saldo,negatif
kebanyakan iklan masak 3 lagu 6 iklan mikir coba,negatif
menarik,positif
mantap ok,positif
membantu untuk mengisi kesengangan di jalan,positif
kakean iklan cokk,negatif
spotify maruk nambah 4 iklan nya 1 lagu 4 iklan apa ga muak aku dengernya mau premium keburu ga mood,negatif
sangat baik,positif
good,positif
iklannya kurangin baru jg 1 lagu iklan sampe 5,negatif
bagus banget,positif
mendengarkan musik bisa membuat perasaan kita jadi lebih rileks apalagi musik islami bisa menambah semangat dalam bekerja maupun ibadah lainnya semangat pejuang nafkah u keluarga dan ibadah,positif
kalau pihak sporty nya ilangin iklan nya saya kasih b5 minus 1 iklan cukup dari saya,negatif
terkadang audio tidak hd banyak fitur yang terkunci premium,netral
bagus mudah dipahami mydah di akses tapi terlalu banyak iklan,negatif
spotity ini pinter untuk akun lama dengan hape lama sekarang ga bisa pilih lagu sesukanya pas di klik lagunya yg muncul cuma highlight nya dan cuma bisa ganti lagu 7 kali tapi untuk akun baru dengan hape baru tampilan bar nya masih yg lama pilih lagu sesukanya bisa,negatif
semua lagu ada bagus,positif
aku suka bngt spotify my favorite,positif
haahaha dasar rakuss baru kali ini gue kecewa sama ini apk pilih lagu kesukaan aja harus premium kalo nggak yaa nunggu besok lagi infokan apk dengerin lagu selain spotify coy lama lama uninstal aja nih apk,negatif
nice,positif
good,positif
bagus banget,positif
karna gratis,positif
good,positif
cukup memuaskan,positif
baguss tapi kurangi iklannya,positif
terlalu banyak iklan,negatif
the best,positif
banyak iklan,negatif
udah mah ga komplitt lagunya iklanya terlalu sering,negatif
saya suka dengar nyanyi dari spotify,positif
kalo bisa bintang 6 gua kasi bintang dh,positif
iklan terlalu banyak,negatif
aplikasi iklan,negatif
ngemis banget buat gue gabung premium gue mencet lagu apa yang keluar apa udah semiskin itukan sampe ngemis ngemis,negatif
best,positif
baguss bangett,positif
asli apk ini semenjak viral jadi kikir bgt sampe iklan aja harus 4 prnah prem tapi tiba belum waktunya habis malah udah habis duluan,negatif
bagus,positif
ga jelas tiba lagu play list ku ilang semua,negatif
makin kesini makin sadis pemutaran iklan nya boss niat bener kejar cuan buat orang bayar status premium selesai putar 2 lagu pasti wajib iklan 4 sesi,negatif
kikir,negatif
bagus,positif
enak tapi kurang aja gitu,positif
gelo coy music nya lengkap buat ngegame auto victori inimah,positif
apk kikir,negatif
ngga,negatif
ok,positif
baguss,positif
sangat puas,positif
makin banyak iklan ngeselin banget udah 4 iklan tiap lagu gajelas,negatif
sangat bagus hanya saja pakai premium jdi agak lama waktu nunggu iklan,netral
apk maksa buat premium iklannya sekaligus 4,negatif
bagus,positif
puas,positif
lagu sangat bnyk,positif
iklannya kebanyakan,negatif
spotify sorry ya gw mau beralih dulu alasannya karna terlalu bnyak iklan,negatif
terlalu banyak iklan nya dan putaran lagu nya slalu ngacak,negatif
nice,positif
kebanyakan iklan setiap habis 1 lagu langsung iklan mana 4 5 iklan beruntun niat putar lagu malah dengarnya iklan melulu bikin bosan,negatif
cukup di mengerti,positif
bagus,positif
rekomended sih buat yg pengen denger musik,positif
too many ads and limit,negatif
nice enk bgt buat denger musik sad,positif
enak di dengar pas mau tidur,positif
kurang banyak iklannya min,negatif
sangat bagus,positif
bagus banget,positif
cinta bngt sma spotify,positif
iklan nya makin lama makin banyak,negatif
kikir bukan maen,negatif
praktis dan hemat,positif
jangan di download gays kikir banget ni aplikasi,negatif
rekomendasi utk mendengarkan musik,positif
bagus bgt cuma lagu yg lain cuma bisa di dengarkan sekali aja tapi gkppa kok masi bisa denger lagu yg lain,positif
kikir banyak iklan denger lagu cuma 1 2 lagu di lanjut iklan smpe 3 4 biji,negatif
bagus sekali aplikasi ini,positif
baguss poll apk ne tapi ne ojo ana aken biaya ya,positif
keren lebih keren lagi jika bisa mendownload video tanpa harus premium,negatif
gak suka terlalu banyak iklan,negatif
kebanyakan iklan sekarang iklan sampe 4 5,negatif
suka si walaupun kadang sering ada iklannya,positif
saat saya ingin mendengarkan lagu ada tulisan offline padahal wifi saya tidak ada masalah itu juga sudah saya periksa tapi tetap aja gak ada masalah adalahnya apknya masih saja bilang kalau saya lagi offline,negatif
lagu nya enak didenger,positif
baguss,positif
the best pokok nya,positif
apalah nih aplikasi gajelas mau dengermusik di playlist aja harus premium gajelas nih apk apk kikir mending gw apus aja gj nih apk,negatif
kikir bet mau pilih lagu aja bayar sukur sukur banyak yang download,negatif
jelek,negatif
bagus sieh suara jernih dan enak awal iklannya cmn 1 trs nambah jadi muak iklan lama lama bukannya dengerin lagu malah dengerin iklan setiap ganti lagu pasti iklan hampir 3 menit sendiri tuh iklan,negatif
my safe place my bestfriend in every situation,positif
okelah tapi sayang iklannya banyak bangett wajib premium sih ini biar nyaman banget,negatif
aplikasinya bagus banget semua lagu ada cuman lebih baik lagu yang sudah sering di dengar bisa lah itu di dengar tanpa kuota,positif
sengaja nih kasih bintang 5 biar dibaca aplikasi kikir setiap 2 lagu iklan udah gitu iklannya 4 lagi iklan ga bisa diskip kikir harga premium mahal banget kikir kikir,negatif
pertama kali masuk spotify gratis semua jadi seneng deh,positif
apk kikir,negatif
mantaa,positif
mantap,positif
kikir,negatif
kembalikan premium 7 hari,negatif
joss,negatif
wow,positif
baguss sangat bagus ada banyak lagu yang kusukai disini,positif
bagus cuma iklannya terlalu banyak dan premium nya bisa di kurangi dikit,positif
spotify keren,positif
kikir bgt ni apk apa apa harus,negatif
bagus,positif
terlalu banyak iklan,negatif
bagus banyak juga lagu nya abis itu bisa disimpan lagu nya,positif
lagunya banyak banget enak enak lagi aku suka banget,positif
di sprotify lebih banyak lagu yang bisa kita dengarkan,positif
iklan nya banyak itu doang sih tapi bagus,netral
bagus bngt,positif
kikir banget disuru premium mulu,negatif
aplikasi ini cukup baik buat saya,positif
enak aja wkwk,positif
semua lagu ada suara jernih top deh pokoknya,positif
banyak iklan jadi kalau lagi dengerin lagu suka iklan males,negatif
sangat suka bnyk pilihan lagu sesuai selera,positif
banyak iklan,negatif
bagus dan puas,positif
bagus bgt,positif
jujur semua musik disini lengkap bgt suka deh,positif
enak,positif
jos lah pokok men,positif
kenapa aku kasih bintang 4 karena pas aku mau pencet lagu yang aku mau yang keluar tuh bukan lagu yang aku mau gak tau itu karena bug apa dari aplikasinya,negatif
seru menarik dan mudah untuk membuat kita menjadi lebih baik daripada orang lain dan tak pernah berhenti untuk melakukan sesuatu yang lebih baik dari hari biasanya,positif
bisa menemani kita,positif
